name,module,file,line,first_tactic,n_tokens,truncated,surprise_given,mean_surprise,surprise_alone,pmi,mean_pmi,max_incongruity,first_step_surprise,max_rank
lr_cycle_height,Problems.Juggler.ReturnTransferHeight,formal/Problems/Juggler/ReturnTransferHeight.lean,139,have,33,0,0.23121657967567444,0.007006563246250153,226.71734619140625,226.4861297607422,6.863216053355824,-2.2693911887472495e-05,0.0301753468811512,1
periodicOrbit_dc_height,Problems.Juggler.ReturnTransferHeight,formal/Problems/Juggler/ReturnTransferHeight.lean,148,exact,27,0,19.868257522583008,0.7358614206314087,233.76437377929688,213.8961181640625,7.922078450520833,2.1886608600616455,4.550166606903076,15
periodicOrbit_lr_height,Problems.Juggler.ReturnTransferHeight,formal/Problems/Juggler/ReturnTransferHeight.lean,157,exact,27,0,0.12106502056121826,0.004483889788389206,242.30978393554688,242.188720703125,8.96995261863426,-2.3544122029761638e-07,0.0876782014966011,1
c_certificate,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,14,norm_num,29,0,71.98820495605469,2.482351779937744,196.0177001953125,124.02949523925781,4.276879146181304,5.739243030548096,7.102595329284668,1762
w_certificate,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,19,norm_num,36,0,21.279523849487305,0.591097891330719,200.60391235351562,179.3243865966797,4.98123296101888,5.86236047744751,0.02833375707268715,7
c_dyadic_sum,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,25,norm_num,29,0,10.855164527893066,0.37431600689888,179.84207153320312,168.98690795898438,5.827134757206358,3.709447145462036,0.35321345925331116,6
w_dyadic_sum,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,30,norm_num,36,0,4.912703990936279,0.13646399974822998,199.96127319335938,195.04856872558594,5.418015797932942,3.250314235687256,0.03856905549764633,3
c_budget_lt,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,35,have,35,0,52.805023193359375,1.5087149143218994,259.1419372558594,206.3369140625,5.895340401785714,10.505619049072266,1.9108189344406128,333
w_budget_lt,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,40,have,41,0,7.308495998382568,0.17825599014759064,263.61944580078125,256.3109436035156,6.251486429354039,4.469008922576904,0.014535488560795784,3
c_loss,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,46,simpa,81,0,164.9571990966797,2.036508560180664,425.63360595703125,260.6763916015625,3.218227056809414,9.07154369354248,5.472725868225098,5822
